,Lengths,Names,,,,,,,Totaal,Percentage
1544,139.6454429,0_c35b11f6314f3ad2b568dc446eb4dbb6.mid,,,,,,,,
1545,61.54107094,0_c36a3ed6adbbc1616636d800f1419bc2.mid,,,,,,,,
1546,90.91383485,0_c37049a8776f5d046f79bb5f06a60a65.mid,,,,,,,,
1547,87.50260417,0_c387ee5b42990bd477fbcdc960963ec0.mid,,,,,,,,
1548,414.0349363,0_c39100b6519696ff1060f2ef350010c5.mid,,,,,,,,
1549,141.4329603,0_c3956c7c2c27596c7085c2c8944fb822.mid,,,,,,,,
1550,141.6476047,0_c3aa5eb2c634c93c1fba704ab941be2a.mid,,,,,,,,
1551,39.0015625,0_c3ce18039209741ee38f647f9c422e11.mid,,,,,,,,
1552,39.81927836,0_c3cf95560335149c92c463dde4b126c4.mid,,,,,,,,
1553,46.25130208,0_c3e1693182391db38e599c21fb3aacc4.mid,,,,,,,,
1554,126.003125,0_c3eb2f295aebbfd9bb79a6743dc8acdd.mid,,,,,,,,
1555,44.11881302,0_c43a89e3d06b0a5f5d439c874a8fbf6f.mid,,,,,,,,
1556,34.192,0_c47c9983cbd33892e54bb68853c440f8.mid,,,,,,,,
1557,46.25130208,0_c496a0d92e54269117cd3d166b2a9a48.mid,,,,,,,,
1558,91.70941067,0_c4a096150db796f3e0a3e4c42b3e4687.mid,,,,,,,,
1559,36.90401733,0_c4c90de8bee4da65ac3865fd75c88158.mid,,,,,,,,
1560,45.91989439,0_c4cb74a373dbb9d2358372038c37befa.mid,,,,,,,,
1561,145.269795,0_c4ea4a4227e402318f3007d063bc9b26.mid,,,,,,,,
1562,36.8,0_c4faaab087771d852f8568b360a2f648.mid,,,,,,,,
1563,97.22156112,0_c4fd8b8cad5ea8370d7e0e950efe1e70.mid,,,,,,,,
1564,38.75104167,0_c54f0c897be2121de09f567b246b8821.mid,,,,,,,,
1565,45.45691742,0_c5606652ee8cdd57c70efe808738dd52.mid,,,,,,,,
1566,147.6956565,0_c573e5b608b5c02624812262a6907b28.mid,,,,,,,,
1567,144.4708064,0_c5969e8f63c85fdae94b4245907d17c7.mid,,,,,,,,
1568,184.0979623,0_c5e9cfc5edb5f11a241086b8437d29d6.mid,,,,,,,,
1569,101.5432557,0_c60815d6e4af8aec04676766007687ba.mid,,,,,,,,
1570,143.3359743,0_c62f1cc52f446e07c2d768c2574bf080.mid,,,,,,,,
1571,98.90271703,0_c657f3a599245af9a2ff6537ee5945f1.mid,,,,,,,,
1572,72.72909394,0_c6d9c665b1ce83f448677b0bbbff95fd.mid,,,,,,,,
1573,175.5720401,0_c707e6789e424c1db5deb315dcef2fa2.mid,,,,,,,,
1574,43.5015625,0_c725ed16e28a216fa860f83d27ddfa4c.mid,,,,,,,,
1575,39.6428175,0_c75dab52ac7289c20c4c4d1ba5aa6cf6.mid,,,,,,,,
1576,44.49279915,0_c768b32a3fc545fa8ef41137e9bd516e.mid,,,,,,,,
1577,47.50098958,0_c797d1c081b516ec0d4ead460d57cac9.mid,,,,,,,,
1578,87.50260417,0_c7bacc3de035a178122ac147af624698.mid,,,,,,,,
1579,39.25104167,0_c7c779ade798eec57f051fbe030a203d.mid,,,,,,,,
1580,47.72959242,0_c7e8ba0f861ac541556a25e0514fb6e0.mid,,,,,,,,
1581,152.0083333,0_c80c700db5094b248672d04d944a4dd0.mid,,,,,,,,
1582,139.6454429,0_c81ec3f54696d3e9c8b035cf9d3b0302.mid,,,,,,,,
1583,139.6410255,0_c82ae6f66c3d83919e642a0b737bb7e8.mid,,,,,,,,
1584,141.8218279,0_c82e128bd95f4077a93580a1fcf005d5.mid,,,,,,,,
1585,93.01559002,0_c86c67186cc8a074e2e91e7cc6458ac0.mid,,,,,,,,
1586,158.405,0_c86d3461329f12d5bb175af4571cd393.mid,,,,,,,,
1587,80.00120205,0_c87292a2b10e362916682f413115c885.mid,,,,,,,,
1588,139.205,0_c8852ba107619da8bfb9b5279e953e84.mid,,,,,,,,
1589,45.4551837,0_c89e5147edba5d2dd8fed8b4a3c18228.mid,,,,,,,,
1590,175.0065104,0_c8b4965e2a928b984a39a59c24188a76.mid,,,,,,,,
1591,38.289,0_c900be4fb96814debacb7402fb8770d0.mid,,,,,,,,
1592,72.50260417,0_c927ca9dbb7e43ade95397ab35a85f59.mid,,,,,,,,
1593,105.6830085,0_c942678b9c96115f016db6f0ba4f3ccb.mid,,,,,,,,
1594,74.4025,0_c94bbde2bf0e1f4557057b72434e780e.mid,,,,,,,,
1595,140.8066667,0_c954055c367db9505bec77998cb69f0e.mid,,,,,,,,
1596,45.89383366,0_c9617192fb82017fdcaf50903283ecba.mid,,,,,,,,
1597,42.72050138,0_c963fa0e9786410f2996bbb5e1f5199f.mid,,,,,,,,
1598,70.86846063,0_c96e87f2ed5c246009cb4654cbaf3ab2.mid,,,,,,,,
1599,157.6325466,0_c97f8478d903ab551e64178f9f305b1e.mid,,,,,,,,
1600,141.9788023,0_c98bcf28c56dcd23ecad4185d05f4783.mid,,,,,,,,
1601,47.30884692,0_c9b9d0313e19a44e5685587bfabafd63.mid,,,,,,,,
1602,89.47629122,0_c9ca94e21f524af39f5beec1bc251582.mid,,,,,,,,
1603,38.49287449,0_c9d3310a1c490421486a3a0a3dace8a2.mid,,,,,,,,
1604,37.50277018,0_c9d38bd58d1ea7be223c854539b0a6f6.mid,,,,,,,,
1605,72.00208333,0_c9e0e8118f31c04570d4efdfc45e5e70.mid,,,,,,,,
1606,48.00052083,0_c9e6abc12b4d54a507a1f6db749d395f.mid,,,,,,,,
1607,142.2257837,0_c9f0ec5c1984221d59fd7a2b0986a840.mid,,,,,,,,
1608,36.1967008,0_c9f33da416b435b81765f095546b4e0c.mid,,,,,,,,
1609,155.6822768,0_c9f7bb95e884cc6b234b42b74d1ad016.mid,,,,,,,,
1610,42.85737004,0_ca2ecbb66a82da99d88a4a880bcf0476.mid,,,,,,,,
1611,36.08901473,0_ca458931889f870cfcbd9029254f16f2.mid,,,,,,,,
1612,46.1553424,0_ca7e4bb6f9eeac3ca8b6acf6b46b71c5.mid,,,,,,,,
1613,174.763268,0_ca9aa1f96b7889aa43e7ef905d459f79.mid,,,,,,,,
1614,35.14297957,0_cac5079193e5680251a2cb259efd2b7a.mid,,,,,,,,
1615,45.00130208,0_cb35ca96aed4f9363f3c36373eb46f00.mid,,,,,,,,
1616,36.29394531,0_cb48043a712479f53d02de6c59ea7ffb.mid,,,,,,,,
1617,31.64551683,0_cb9139a7fb59001188107ab1f0b39ec1.mid,,,,,,,,
1618,43.75130208,0_cbce4e381dafcb1b6afab1edc7ff9b7d.mid,,,,,,,,
1619,160.0057071,0_cbdd2e50c24636cf3d61c6dbe96f1075.mid,,,,,,,,
1620,43.2707274,0_cbe21ad93c465e6227e7079091683d9f.mid,,,,,,,,
1621,126.8120457,0_cc087a36e2ac17986f020e0064b6864a.mid,,,,,,,,
1622,82.76125396,0_cc4ac4944dc807580c2ba8114232eaa8.mid,,,,,,,,
1623,173.4423828,0_cc76313f5a140cff49ae2c9d1e87b6ae.mid,,,,,,,,
1624,67.09943217,0_cc9abf6d4220e53bfa1f901bef4a98dd.mid,,,,,,,,
1625,98.57356214,0_ccb3f164b3fd3170bb5bdf4a0c979bf2.mid,,,,,,,,
1626,39.38799021,0_ccd6e89dd6ea3d96c2b05d71eb0fb0cf.mid,,,,,,,,
1627,57.78003481,0_ccef57c221a5b3a7bbe9f5ceadeca3c5.mid,,,,,,,,
1628,127.2639654,0_cd5f2a070f3de778c8d2b94a8ffa3f6c.mid,,,,,,,,
1629,78.00208333,0_cd5f774851b920bd5fb9383cad588799.mid,,,,,,,,
1630,195.0052083,0_cd7f0689e7aca8c665f62bfff09616ad.mid,,,,,,,,
1631,175.0086106,0_cdb5e01b3b65224a51b5d1d09658631a.mid,,,,,,,,
1632,43.33444741,0_cdda34a0c2e0c28dae10248656da5c5d.mid,,,,,,,,
1633,35.1077049,0_cdea4fba7bb2cd8524c936fd596c396f.mid,,,,,,,,
1634,39.989,0_ce1cc4eaf4a7a6a88b1b83b42710d338.mid,,,,,,,,
1635,40.08744698,0_ce2f7ed9ceea3ed1ede614df51f13ea3.mid,,,,,,,,
1636,72.22504352,0_ce448173e26bdfaeee29edf1ec531f03.mid,,,,,,,,
1637,149.6827283,0_ce49a9ec10b63753664e7699aa22fa3d.mid,,,,,,,,
1638,181.2565104,0_ce5c0c7d13c982aab441d297f07648f5.mid,,,,,,,,
1639,39.72499007,0_ce5f93fc7d017dc80dc6d37703fc2f3d.mid,,,,,,,,
1640,46.07239107,0_ce6ccce2a0f3ab52753070fd65331bf4.mid,,,,,,,,
1641,73.63913091,0_ce750e059ca87f8e1087a22a34298809.mid,,,,,,,,
1642,37.14556966,0_ce77015ac3757801d0dc5d520516cef4.mid,,,,,,,,
1643,43.75130208,0_ce78f79ebd54fe73cae604b7b1a4025a.mid,,,,,,,,
1644,156.0041667,0_ce794e9d1af574e0ed8303746b825ec8.mid,,,,,,,,
1645,91.58209947,0_ce87bdc7400734b14a5bc74043de4917.mid,,,,,,,,
1646,141.9788023,0_ce8e9ae32902ec9cce67aef529fea96d.mid,,,,,,,,
1647,92.70251184,0_cead6da14980c364ff17d7cca8152f11.mid,,,,,,,,
1648,177.9715466,0_cecbc1cb75a6037ad3a8979b62a3a666.mid,,,,,,,,
1649,67.35002877,0_cf05335f409b7f5f115291fc650ebe32.mid,,,,,,,,
1650,30.4699707,0_cf1d27f46b13292dcef505978ec47653.mid,,,,,,,,
1651,41.51853257,0_cf53f709d4a19bef88db8d6989c71ae8.mid,,,,,,,,
1652,21.10108168,0_cfb069c2a156fad51aec1e373a6bef03.mid,,,,,,,,
1653,35.44563021,0_cfb13078ccae1f45103930dd689ce562.mid,,,,,,,,
1654,43.60619185,0_cfe7cbcdd6f8f4cbc2000a0c59a142fa.mid,,,,,,,,
1655,27.16308594,0_cff36983f68880110b67e92b256b9823.mid,,,,,,,,
1656,30.24252982,0_chpn-p11.mid,,,,,,,,
1657,39.98476929,0_chpn-p16.mid,,,,,,,,
1658,30.38221415,0_chpn-p5.mid,,,,,,,,
1659,39.50902652,0_chpn-p9.mid,,,,,,,,
1660,39.97000768,0_chpn_op25_e11.mid,,,,,,,,
1661,39.04568423,0_chpn_op25_e4.mid,,,,,,,,
1662,43.67265284,0_d01b0114114558b952df919543bc68f7.mid,,,,,,,,
1663,130.9127479,0_d0264d60827aa635c5bdf44627f4577a.mid,,,,,,,,
1664,160.0052083,0_d02f2fb32d5727c26225f5962688b7af.mid,,,,,,,,
1665,44.00208333,0_d03ed1ac838f7e24e933b2783130271d.mid,,,,,,,,
1666,180.3833057,0_d05020be594ba4b4e8be65e88e99e202.mid,,,,,,,,
1667,160.1553415,0_d0718aef8dc1e086731262fd7f15f72e.mid,,,,,,,,
1668,43.75130208,0_d0760ea18ed96dda913af9ba10f106d0.mid,,,,,,,,
1669,29.610389,0_d0c839d68e19b79ef355995c62dfd351.mid,,,,,,,,
1670,46.18622492,0_d0f65eef58d79cdf0772c1692b06c5ff.mid,,,,,,,,
1671,88.89169352,0_d100f75dbc783c604f920a99a345fe6d.mid,,,,,,,,
1672,38.12228491,0_d11d73b22d707d38fcf627cbd9a9b728.mid,,,,,,,,
1673,36.17610875,0_d135478cc7d6d73948da839f120f7ee7.mid,,,,,,,,
1674,150.003125,0_d142858fe9834ddd913a83a15946dfe1.mid,,,,,,,,
1675,170.5329089,0_d1d8e7eb8026c21fee3a89f901da7d67.mid,,,,,,,,
1676,99.13312739,0_d1ec2c0e09bb79c52a7d45474e0ce5f5.mid,,,,,,,,
1677,144.0071669,0_d1ee79bf5d8db922250b4044a03ef80f.mid,,,,,,,,
1678,432.0166667,0_d1f09d4157fbcfccb056adb4fb00d4fc.mid,,,,,,,,
1679,44.67112852,0_d24027eddf70ac3191e31ddb7f812012.mid,,,,,,,,
1680,38.09014048,0_d24239a4d209e95c192e64a0fa143431.mid,,,,,,,,
1681,38.02814975,0_d245418088892dd8d1703b116041db2d.mid,,,,,,,,
1682,46.36467044,0_d2472f2e16604cf6ba0bd8e8ab4ebfee.mid,,,,,,,,
1683,47.14392607,0_d2ba1748b4c1e1ce4b394829189a277f.mid,,,,,,,,
1684,149.5689752,0_d2e0a15b883aed7a3b7770574c4b9899.mid,,,,,,,,
1685,46.25130208,0_d2f3a6cc716b22b8ead2e59e0271a421.mid,,,,,,,,
1686,146.0374709,0_d306700f980a728058c5eb76616e7892.mid,,,,,,,,
1687,196.805,0_d317a5f21a99c50cea6dfb0c19796971.mid,,,,,,,,
1688,27.50130208,0_d31eb6d958907dda8d1b2ac0e12a86b9.mid,,,,,,,,
1689,47.93970082,0_d324470d828c68c33e17f406a1b7e19d.mid,,,,,,,,
1690,38.38906531,0_d32a590f4729409c1b83d5f706fb0544.mid,,,,,,,,
1691,70.59187647,0_d3664fc2b495c0006cb88ca52485bd2d.mid,,,,,,,,
1692,410.7234783,0_d36a255aa705b018ae00ca64d1097c9b.mid,,,,,,,,
1693,203.7818747,0_d39077197fa959c43e9c13aeac68f26b.mid,,,,,,,,
1694,36.11087642,0_d3a58964d32270503ecb77eb442449d6.mid,,,,,,,,
1695,187.5065104,0_d3a9c1be7298eedb9ac719e401ee32ce.mid,,,,,,,,
1696,99.37695313,0_d3d5c82330f6b3bbd9438db1456c9ea5.mid,,,,,,,,
1697,47.89253627,0_d3def2a187d7c1bcca4fcce674725a4f.mid,,,,,,,,
1698,77.65069647,0_d3e6edc9c54348d67694a06b05796dcf.mid,,,,,,,,
1699,26.96768449,0_d401e251847599e9f8a357abd938ffef.mid,,,,,,,,
1700,40.63151042,0_d46b1d1d558c5695b0c34f71e06cd59d.mid,,,,,,,,
1701,46.87637009,0_d4bafdd808035c84313783721f7d1c11.mid,,,,,,,,
1702,85.00260417,0_d4bc2c33da3da046d995c4271ce386d5.mid,,,,,,,,
1703,144.0083333,0_d4f4e1d140b2af1094564265fac42b81.mid,,,,,,,,
1704,193.9893092,0_d535c806203a1c43582efdff2f34c121.mid,,,,,,,,
1705,40.00130208,0_d583043c8fbf94da05949ca74cb909de.mid,,,,,,,,
1706,65.22069673,0_d5b4e3bab8cdacd0959b712dab35b87d.mid,,,,,,,,
1707,42.85923214,0_d5f690ec8f8df513f5e634efb35ea112.mid,,,,,,,,
1708,95.24196825,0_d605edada45af55fbf3d0f8dbbfbbfc2.mid,,,,,,,,
1709,42.2229574,0_d65704890298036902a1b855ea8579a5.mid,,,,,,,,
1710,34.30838109,0_d6af118bc09117e1b10e7428ee415f1c.mid,,,,,,,,
1711,50.00123609,0_d6f99443e1a11e5b84afe99ff7acbf46.mid,,,,,,,,
1712,608.0166667,0_d70868776772461499c45f7bef15d10a.mid,,,,,,,,
1713,135.7304688,0_d7214764c4ad1dd54a3c39b340eca190.mid,,,,,,,,
1714,64.18891498,0_d727e52866c86e827ab0045c9e02fec6.mid,,,,,,,,
1715,86.25260417,0_d74af790b3e4e0040469a9176017ab52.mid,,,,,,,,
1716,45.42307534,0_d757dcf5d44014b62d523b1bfe8fed97.mid,,,,,,,,
1717,46.1553424,0_d758e5966efa7e04578aa789071eaec5.mid,,,,,,,,
1718,143.162338,0_d75d4ab9fe7a5ba7fd215778fa11bfc7.mid,,,,,,,,
1719,156.00625,0_d7612d0a3f52c6f0b904e2247c8855a1.mid,,,,,,,,
1720,73.26567957,0_d7662113dd1bb421547fdbabcae58e29.mid,,,,,,,,
1721,147.6956565,0_d79fdfc235384b262a1de48ac693b97b.mid,,,,,,,,
1722,33.54899204,0_d7b88c7338b1c795983abe7c21e289b6.mid,,,,,,,,
1723,43.75130208,0_d7cc96fbba7f83de9445325ebb1e3461.mid,,,,,,,,
1724,93.55170521,0_d81c511788e37dc917b1cca4ecaaad6a.mid,,,,,,,,
1725,39.73081612,0_d8203b92622821eec0fa663686d76f9f.mid,,,,,,,,
1726,36.66726152,0_d827122e22608b9d64e955da81f79752.mid,,,,,,,,
1727,42.3096532,0_d86dd9a5780185b273447331a518a9e6.mid,,,,,,,,
1728,39.80319062,0_d881c520426addfac1c304b80848ad5d.mid,,,,,,,,
1729,158.6130038,0_d884c6226cb7d5110cf23486fb9d0195.mid,,,,,,,,
1730,136.3962362,0_d88e5587b25c0352fb898c2c2ed43f1e.mid,,,,,,,,
1731,157.2455743,0_d8967b6c30ed3e618a20de703c1100f5.mid,,,,,,,,
1732,44.77716604,0_d8a0d86d657d4a79d0bca558b8086ed8.mid,,,,,,,,
1733,49.31716041,0_d8b393d3c239e1b697032d5a612a10a9.mid,,,,,,,,
1734,35.63116992,0_d8c0abeac2e9b6e8cf2979a2986f1635.mid,,,,,,,,
1735,136.3962362,0_d8db372066c142010314394c845c8703.mid,,,,,,,,
1736,162.1706459,0_d8df3c806a38054a0df8a954149990b5.mid,,,,,,,,
1737,65.13289254,0_d8fe3622bcfc7f1c35cc79b06c0db037.mid,,,,,,,,
1738,181.2565104,0_d94a25edc9a376ca3848baed4d87e7ce.mid,,,,,,,,
1739,41.77414785,0_d94fa1037cea7faec8a557216d99347c.mid,,,,,,,,
1740,40.0025,0_d984906641607805437bb6ad5d0631b4.mid,,,,,,,,
1741,98.90443406,0_d98c33a3e3a1756f272d92896a79d604.mid,,,,,,,,
1742,347.8040339,0_d99fc3807e85553e6bfe7b9a69292bfa.mid,,,,,,,,
1743,141.4761036,0_d9ac40eee4b8a2062876c81811c20180.mid,,,,,,,,
1744,43.96674698,0_d9c5ce58b47e1d862c0b054af8e05cd6.mid,,,,,,,,
1745,40.00130208,0_d9e01d1379e7e7224565d7a061cae6c8.mid,,,,,,,,
1746,195.0052083,0_da03f556aa405e344e2cd93efc2e177e.mid,,,,,,,,
1747,38.4734375,0_da171b40d8a5130cd5198f2f019750aa.mid,,,,,,,,
1748,114.7934936,0_da1b1393a3bdb9f7c6638557ba971e67.mid,,,,,,,,
1749,41.86111122,0_da26449830718e812406ac3fdb756235.mid,,,,,,,,
1750,99.26689779,0_da3585e826e4ce7658fc91547c676aa1.mid,,,,,,,,
1751,187.5065104,0_da76a3ad5fb1753381b9c73f0d8e9f9a.mid,,,,,,,,
1752,39.48091667,0_da775505e7f914b9b92883c4eaceaf75.mid,,,,,,,,
1753,37.85572394,0_da7a1a75beff69760e159e07db2a196f.mid,,,,,,,,
1754,38.32229051,0_da9748da11801a53659bfc19a5baa593.mid,,,,,,,,
1755,39.885,0_daa361f7becf04fb30798dc7e6df6630.mid,,,,,,,,
1756,70.00260417,0_dab5fdc1e9910b6917c6e5335ab9c8cf.mid,,,,,,,,
1757,75.43100895,0_daba74e05ab4d47210a90d3cc79b21bf.mid,,,,,,,,
1758,28.09054102,0_dac7d87044c59856f33695a26e86e98d.mid,,,,,,,,
1759,349.5265359,0_dad0bdcbaf8a9c55fa6722503d1ecab2.mid,,,,,,,,
1760,158.1234504,0_db21e6a54ba8f6e6e6ad10a1881eedfb.mid,,,,,,,,
1761,46.25130208,0_db268a7a568b9d511f1fc8d1f27ebdfa.mid,,,,,,,,
1762,39.50861434,0_db2d1e6d47f4259d46942cc7b6719ba9.mid,,,,,,,,
1763,20.69144598,0_db5ea003999d2981ce869f016768718e.mid,,,,,,,,
1764,196.3694818,0_db97c9664d54a0882bebae92be7a79c8.mid,,,,,,,,
1765,44.44544674,0_db9e9b4cd80d294dae1d1c35322c3f22.mid,,,,,,,,
1766,146.7549287,0_dbda2b2611ca39c90cc80ae2ad47aae4.mid,,,,,,,,
1767,47.14392607,0_dbfb26f152de8caa15c048b443096935.mid,,,,,,,,
1768,160.0046019,0_dbfc0fb1fd429a8557b474799ceeb36d.mid,,,,,,,,
1769,44.26456146,0_dc083f24cf5d66a22d8b23cc21541acf.mid,,,,,,,,
1770,134.4066667,0_dc0f2df9cb6a06660304d8482a63d4c1.mid,,,,,,,,
1771,46.32309091,0_dc430f77510d70748ac34dc2c4ac50f7.mid,,,,,,,,
1772,42.00208333,0_dc5274389444327bafc27989ac4d5781.mid,,,,,,,,
1773,2.157117193,0_dc64c10ff810cdde5e00655b818d8944.mid,,,,,,,,
1774,132.748781,0_dc89f1667b6a4a805baa72ab529e41f2.mid,,,,,,,,
1775,37.25435216,0_dc95227f9f0d19844bb1975f3e7375eb.mid,,,,,,,,
1776,40.54261148,0_dc96f084b821e9d97dcf927d55d47219.mid,,,,,,,,
1777,37.82154337,0_dc9b107e3db1ede66d3cc43d4575109d.mid,,,,,,,,
1778,45.73315547,0_dcc18292187451050360bdc7bf287adc.mid,,,,,,,,
1779,94.38359561,0_dcdb07e4fc5fdc85cab3102dcee96d43.mid,,,,,,,,
1780,39.79720051,0_dd03a52996f0b7ef49d1420ede662bea.mid,,,,,,,,
1781,38.02097019,0_dd1fcd2a59693d784ceeecda58a0086a.mid,,,,,,,,
1782,38.35597612,0_dd21966215807ce82b75f0bc7eb7a9a5.mid,,,,,,,,
1783,149.6169255,0_dd333608c4555ae80c23e68b8c3e6eb6.mid,,,,,,,,
1784,187.205,0_ddb8fa8470b9682cc0de317d9aaecb88.mid,,,,,,,,
1785,38.28295887,0_de15b32137406ff03648f40d280af1d1.mid,,,,,,,,
1786,28.29370626,0_de1b8ba1b7436e35b024bfb280e49ab4.mid,,,,,,,,
1787,38.14371186,0_de2a8557a7e889ca2221bab18876d7f2.mid,,,,,,,,
1788,37.11246289,0_de3f2d2f237ddc3664d8b91089888e50.mid,,,,,,,,
1789,38.84037008,0_de4ea45d3ac99c9315eb0ab9ccd80d0e.mid,,,,,,,,
1790,91.58209947,0_de579ed2e47df08855ffe52ef06a6cf8.mid,,,,,,,,
1791,118.0041667,0_de7ab3e086e88ca6604a067bc3369517.mid,,,,,,,,
1792,30.60310757,0_de8007db27c7a40228beff0248918931.mid,,,,,,,,
1793,158.7137203,0_de9c34055bfbc50e244b6343fb17e944.mid,,,,,,,,
1794,576.0166667,0_deb4de9af1678edc097d001211b93fbc.mid,,,,,,,,
1795,39.837,0_debdb1a5131624151729282ae008388b.mid,,,,,,,,
1796,77.33614978,0_dee6669f4bdc4fd057bdd9d1575c14b8.mid,,,,,,,,
1797,144.0046655,0_df0dc77fdc830ef2572fbfdc1fe5e919.mid,,,,,,,,
1798,47.50130208,0_df1da9ed962a571dc01c846c04f8d153.mid,,,,,,,,
1799,35.55638732,0_df24215ae2f130bbc3c89b37849419f3.mid,,,,,,,,
1800,135.6576268,0_df88309875c6d97c139deb42fd4b2deb.mid,,,,,,,,
1801,41.74183739,0_dfa4de2fbe2c1b4b5f2f890d0a258efd.mid,,,,,,,,
1802,40.00065444,0_dff7b4b9bd14250ac5e78cff6d558a72.mid,,,,,,,,
1803,38.85408025,0_e00d1bfb413d7230cccae8c0a1c9cfa8.mid,,,,,,,,
1804,76.802,0_e0292bdacb0a819cf5832a4b75625766.mid,,,,,,,,
1805,144.0071669,0_e0bdc860212be95b6ee51c442f28ef53.mid,,,,,,,,
1806,46.80125,0_e0c8e1c459fe25c01e1ff538d24e342f.mid,,,,,,,,
1807,33.02596751,0_e0f71d5d81a82d257a750d5fa32e5002.mid,,,,,,,,
1808,197.3193546,0_e149d449f89d2e0200b3a08ef2652bbb.mid,,,,,,,,
1809,39.80263877,0_e156c84bac8fafc07ce8aba4c3f54cfa.mid,,,,,,,,
1810,138.6722916,0_e1697fbfd39b92e6b5488483bab37936.mid,,,,,,,,
1811,39.90651909,0_e16e8f6369bd8fa011d024ed0b14fe2d.mid,,,,,,,,
1812,44.31942555,0_e189947080d7085111807b3f25d52c50.mid,,,,,,,,
1813,39.28254292,0_e1cd18e8c37fc1dae2f4f4874d59cf23.mid,,,,,,,,
1814,76.27647161,0_e1d5a72d8bb07e89a90f3a7eaa93e645.mid,,,,,,,,
1815,34.727496,0_e2184efa9889bf60700a231a448fee34.mid,,,,,,,,
1816,134.8579872,0_e22cb8ef7bd3dc4560ece7be4080951d.mid,,,,,,,,
1817,40.00065104,0_e23520c6774a7906895d2b05608c6271.mid,,,,,,,,
1818,137.147982,0_e242cf1e88a3eaf654d1106d1a0d5b6a.mid,,,,,,,,
1819,198.2662548,0_e24c732d2be7ca54a2e193a02efffd81.mid,,,,,,,,
1820,62.22458682,0_e2586c30b2c4f7400f6c2d0aee9bdee8.mid,,,,,,,,
1821,141.9788023,0_e25d2ca1cbc4aedf7c0f0d9812791a58.mid,,,,,,,,
1822,137.2935466,0_e262f1f65b03d32e1c92699334b602e8.mid,,,,,,,,
1823,181.8276697,0_e278f114c10a3124b4d1f111c88059e5.mid,,,,,,,,
1824,73.63926591,0_e2c7dcab21960d138f90f606d669b2a4.mid,,,,,,,,
1825,33.75130208,0_e2d08748e907ec154ef83a610c3b0eee.mid,,,,,,,,
1826,29.12275232,0_e35563f34067a4ec7291dcd39608e5f2.mid,,,,,,,,
1827,90.32590021,0_e388943a1071ed51ba9220309eb12ac5.mid,,,,,,,,
1828,176.1952603,0_e3cd49fe56f35c36485d694146befbfe.mid,,,,,,,,
1829,35.29502548,0_e403278ab027e0621f3cae52a8f07902.mid,,,,,,,,
1830,95.48443897,0_e428455e93aa6ddae7140fe392449bef.mid,,,,,,,,
1831,91.58209947,0_e42d8ebbd54d8b45cc7e5aaad34eaec9.mid,,,,,,,,
1832,57.69465384,0_e4c40adfd766e0b2087314c6178356db.mid,,,,,,,,
1833,95.17454517,0_e4e8fc2fa7ffb58d7cb43dcc7faab05a.mid,,,,,,,,
1834,139.8106144,0_e500a42dfb76a7311ff840303b31bd48.mid,,,,,,,,
1835,31.9507369,0_e510a094a9c6161d33a97e2b8e348ceb.mid,,,,,,,,
1836,35.97522771,0_e5152b16e87674f13a2f141796b943a9.mid,,,,,,,,
1837,128.0066667,0_e5320a2b3c6fdb9f5c6fe43ae628fa86.mid,,,,,,,,
1838,123.8790405,0_e5834383779b5d2264d43744a4732dc3.mid,,,,,,,,
1839,132.715376,0_e58a46b42ab4eef5092f70129eaf1852.mid,,,,,,,,
1840,123.0823819,0_e58a5c0afc955482bdef123faf165d23.mid,,,,,,,,
1841,39.66203132,0_e58ceac7b482a7dbb8c7d9f4ca1b7e28.mid,,,,,,,,
1842,46.87630208,0_e59b023cf759ac13c7142163e61f9046.mid,,,,,,,,
1843,97.22501852,0_e5b145f2236246b428b0f82c217c23df.mid,,,,,,,,
1844,173.0829096,0_e5b1873841a0b0436460b42b8dcf17a8.mid,,,,,,,,
1845,97.50260417,0_e5e0bbd0d6231104ab04cfbc1aebe6b7.mid,,,,,,,,
1846,47.72840871,0_e5f40a81f1b9aa8d5419e86d28ce7b86.mid,,,,,,,,
1847,72.94305198,0_e603b30c4dd397bbd09d85567d714df5.mid,,,,,,,,
1848,38.82534823,0_e618b3203810db2d2da3eb329faaeee3.mid,,,,,,,,
1849,24.75840447,0_e62e82d812b49e0c6f896ef38494b9a5.mid,,,,,,,,
1850,36.83165558,0_e6316a12ebb0f30f8a9efca89e64e8c1.mid,,,,,,,,
1851,34.82857723,0_e64a785bd3dc7b88118bf8b4d21efdb1.mid,,,,,,,,
1852,141.6476047,0_e6ce532618da7cc4e47bcc4946932c5b.mid,,,,,,,,
1853,158.8999603,0_e6d677f899a916d2d361f83881d3fb4e.mid,,,,,,,,
1854,30.34479167,0_e752eae7b8dd020a54f4934bfea3df3d.mid,,,,,,,,
1855,45.65387837,0_e75f79be1296677b938ff8d427667a44.mid,,,,,,,,
1856,88.63989114,0_e7923708275d69dc0ece2a6e6664aa5b.mid,,,,,,,,
1857,118.0041667,0_e7c50773f64cc5bdc11ad5ec2e8a1836.mid,,,,,,,,
1858,92.73002091,0_e7c8ada45d842f9fb96eae4ab3976912.mid,,,,,,,,
1859,43.07017201,0_e7dbaf2ef12739fc04e3f4749991622d.mid,,,,,,,,
1860,35.70359012,0_e7dc9fa06c012c12c8280dae6bd66555.mid,,,,,,,,
